Chr	Start	End	PeakID	deseq	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	padjxFC	region	annotation	Gene.Name	Gene.Type	Called_Korg	Called_Ncr
chr1	15703000	15704000	reg_330	deseq_down	7.82964639709702	-2.68195199710589	0.780671284622144	-3.43544338050552	0.000591585067335482	0.00345716337955155	-2.461	chr1:15703000-15704000	intron	PLEKHM2	protein-coding	0	3
chr1	15729400	15730800	reg_331	deseq_down	6.55698571230798	-2.0269616033767	0.845329210069196	-2.397836936465	0.0164922052660295	0.0446018665583053	-1.351	chr1:15729400-15730800	intron	SLC25A34	protein-coding	0	2
chr1	15762600	15768600	reg_332	deseq_down	84.6688766120785	-1.75570391869136	0.650157121101392	-2.70043019096235	0.00692498682745459	0.0230303181807351	-1.638	chr1:15762600-15768600	intron	FBLIM1	protein-coding	9	4
chr1	15773800	15776200	reg_334	deseq_down	15.7814246078938	-1.99989766149331	0.767596398735057	-2.60540261104533	0.00917663574763934	0.0284302175091159	-1.546	chr1:15773800-15776200	exon	FBLIM1	protein-coding	1	3
chr1	15835800	15837600	reg_338	deseq_down	81.344615332669	-1.97395704599933	0.668772207471892	-2.95161345514241	0.00316118389160568	0.0125454154825277	-1.902	chr1:15835800-15837600	non-coding	SPEN	protein-coding	3	3
chr1	15882800	15887200	reg_339	deseq_down	43.4917768678287	-1.61072201445054	0.623816038774011	-2.58204649180887	0.00982163527982663	0.0299104810849897	-1.524	chr1:15882800-15887200	intron	FLJ37453	ncRNA	2	3
chr1	15939200	15940000	reg_341	deseq_down	4.62205201509608	-2.08146055345788	0.786639168205495	-2.64601692565877	0.00814457411681442	0.026022063701666	-1.585	chr1:15939200-15940000	3'	ZBTB17	protein-coding	0	2
chr1	15963800	15964200	reg_342	deseq_down	4.27518256203635	-2.39207969721994	0.846680813524397	-2.82524377428923	0.00472446570242964	0.01710815931242	-1.767	chr1:15963800-15964200	intron	ZBTB17	protein-coding	1	1
chr1	16082600	16084600	reg_345	deseq_down	26.134942547677	-2.55020541238608	0.84390079210853	-3.02192560575072	0.00251172269431511	0.0105579767363984	-1.976	chr1:16082600-16084600	Intergenic	FAM131C	protein-coding	1	2
chr1	16217800	16219600	reg_351	deseq_down	51.2863829472702	-2.47917076005133	0.691043476974509	-3.58757566297494	0.000333766894925922	0.00221667301237778	-2.654	chr1:16217800-16219600	Intergenic	ARHGEF19	protein-coding	1	2
chr1	16378600	16380000	reg_354	deseq_down	12.9690661998732	-4.23543745689812	0.751052251561597	-5.63933793965965	1.70705225411414e-08	8.59865864500052e-07	-6.066	chr1:16378600-16380000	intron	SZRD1	protein-coding	0	3
chr1	16601000	16605800	reg_356	deseq_down	33.5088089203411	-2.06643947957071	0.848699235068715	-2.4348313209018	0.0148987331569473	0.0412601401753985	-1.384	chr1:16601000-16605800	intron	NBPF1	protein-coding	5	5
chr1	16623000	16626400	reg_357	deseq_down	98.9691791950796	-2.85201487132787	0.84586558891819	-3.37171166281327	0.000747026119567609	0.00414105232847076	-2.383	chr1:16623000-16626400	intron	CROCCP2	pseudo	4	4
chr1	16948000	16949400	reg_362	deseq_down	37.7313721407073	-3.1394557025587	0.786162210909696	-3.99339431352968	6.51341174520787e-05	0.000628989927913362	-3.201	chr1:16948000-16949400	intron	CROCC	protein-coding	3	4
chr1	17107200	17114400	reg_365	deseq_down	149.188958128968	-2.55771293933049	0.71087811392769	-3.59796270164911	0.000320719597663342	0.00214769210139026	-2.668	chr1:17107200-17114400	intron	PADI2	protein-coding	7	3
chr1	17558600	17609400	reg_373	deseq_down	1279.32828226591	-1.55012391853409	0.623707293119206	-2.48533877290709	0.0129428199980434	0.03702952443811	-1.431	chr1:17558600-17609400	intron	ARHGEF10L	protein-coding	10	5
chr1	17658200	17659400	reg_375	deseq_down	8.97283431015408	-2.22789635432938	0.763713968680243	-2.91718686012691	0.00353204104134028	0.0136969025336437	-1.863	chr1:17658200-17659400	intron	ARHGEF10L	protein-coding	0	2
chr1	17679000	17680400	reg_376	deseq_down	8.17205136316449	-3.21848967170848	0.704454186949807	-4.56877073247888	4.90593068426507e-06	8.24146548553646e-05	-4.084	chr1:17679000-17680400	intron	ARHGEF10L	protein-coding	0	2
chr1	17794600	17796400	reg_377	deseq_down	19.7560342102481	-2.58606567655103	0.754640851334296	-3.42688269788013	0.000610552754460285	0.00354112037436184	-2.451	chr1:17794600-17796400	intron	ACTL8	protein-coding	1	3
chr1	18144200	18147000	reg_378	deseq_down	25.5047567264264	-3.26220818024157	0.990272579794798	-3.29425276111105	0.000986837159855424	0.00512932133944643	-2.29	chr1:18144200-18147000	intron	IGSF21	protein-coding	2	3
chr1	18160000	18161600	reg_379	deseq_down	20.789838969743	-3.89153044507242	0.90560027805663	-4.29718335933314	1.72982101659346e-05	0.000222490076654271	-3.653	chr1:18160000-18161600	intron	IGSF21	protein-coding	0	3
chr1	18399800	18403400	reg_382	deseq_down	21.5464048542568	-2.35142347576967	0.928767518325353	-2.53176756225227	0.0113489194802723	0.0334802229702383	-1.475	chr1:18399800-18403400	Intergenic	KLHDC7A	protein-coding	3	3
chr1	18463600	18466000	reg_386	deseq_down	38.4803138500804	-2.34901136002718	0.948924574842808	-2.47544580707723	0.0133069955231992	0.0378237318427171	-1.422	chr1:18463600-18466000	Intergenic	KLHDC7A	protein-coding	2	3
chr1	18534800	18536600	reg_387	deseq_down	13.5512584570105	-3.84999063472936	0.92111029520665	-4.17972815499323	2.91857773968147e-05	0.000334559791191612	-3.476	chr1:18534800-18536600	Intergenic	KLHDC7A	protein-coding	0	2
chr1	19119400	19126200	reg_402	deseq_down	123.327753893635	-2.62420042458357	0.694719264714474	-3.7773537569339	0.000158503519713295	0.00125071899890124	-2.903	chr1:19119400-19126200	intron	UBR4	protein-coding	6	5
